scope,retained_path_count,cell_id,total_relative_power_linear_including_direct,weighted_mean_delay_samples,rms_delay_dispersion_samples,maximum_excess_delay_samples,run_id,center_window_id,group_id,environment_class,elevation_band,track_count_in_set
elevation_ready,1,Urban/MID,1.7966516274241764,0.6651136051619978,0.7451807163174626,1.5,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,540,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::540,Urban,MID,1
elevation_ready,1,Urban/MID,1.4655645160667061,0.508270511151503,0.7449120118082369,1.6,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,541,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::541,Urban,MID,1
elevation_ready,1,Urban/MID,1.7866887144444967,0.5283664970296214,0.5957085203790463,1.2,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,559,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::559,Urban,MID,1
elevation_ready,1,Urban/MID,1.7919516019225252,0.48614413535508066,0.5462805401535458,1.1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,560,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::560,Urban,MID,1
elevation_ready,1,Urban/MID,1.583829481868049,0.6266521305090661,0.8201315316422486,1.7,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,561,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::561,Urban,MID,1
elevation_ready,2,Urban/HIGH,1.2693030133890535,0.4345260736380744,0.8531572421524157,2.9,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,259,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::259,Urban,HIGH,2
elevation_ready,2,Urban/HIGH,1.346700939137723,0.5097580832797107,0.8874192309704413,2.8,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,261,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::261,Urban,HIGH,2
elevation_ready,1,Urban/HIGH,1.606895072606314,0.6798272950825108,0.8726534134519363,1.8,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,516,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::516,Urban,HIGH,1
elevation_ready,1,Urban/HIGH,1.5624392220885732,0.539962656598641,0.7199891071237812,1.5,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,517,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::517,Urban,HIGH,1
elevation_ready,1,Urban/HIGH,1.5055787031980874,0.6380267826822342,0.8973141655386935,1.9,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,768,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::768,Urban,HIGH,1
elevation_ready,1,Urban/HIGH,1.706932440857833,0.41415373211991824,0.4925752920022088,1.0,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,848,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::848,Urban,HIGH,1
elevation_ready,1,Urban/HIGH,1.5844369615143008,0.47951926673211087,0.6272450235629159,1.3,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,850,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::850,Urban,HIGH,1
elevation_ready,1,Urban/HIGH,1.5902843358691638,0.5938906119417154,0.7729934800205235,1.6,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,851,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::851,Urban,HIGH,1
elevation_ready,1,Urban/LOW,1.680429938499988,0.6073712949086387,0.7363131483845454,1.5,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,51,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::51,Urban,LOW,1
elevation_ready,1,Urban/LOW,1.7362221948917735,0.5512479083467571,0.6424546866465444,1.3,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,52,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::52,Urban,LOW,1
elevation_ready,1,Urban/LOW,1.7388654542074464,0.46740361519151213,0.5437626662585141,1.1,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,53,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::53,Urban,LOW,1
elevation_ready,1,Urban/LOW,1.6994664438560978,0.5350540343413351,0.6397557541584109,1.3,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,263,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::263,Urban,LOW,1
elevation_ready,1,Urban/LOW,1.9203717903659387,0.8626815031182068,0.8992259614749141,1.8,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,265,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::265,Urban,LOW,1
elevation_ready,1,Urban/HIGH,1.1711688211422429,0.14615213285417003,0.35325866856504323,1.0,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,194,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::194,Urban,HIGH,1
elevation_ready,2,Urban/HIGH,1.402173436499844,0.36133339165268,0.6026171701264361,2.1,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,218,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::218,Urban,HIGH,2
elevation_ready,3,Urban/HIGH,1.4917182243683085,0.47883322856070304,0.7686251357776429,3.1,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,298,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::298,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.4018264427276659,0.5397786179289924,0.9110529294979524,3.6,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,299,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::299,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.4404861909965807,0.639716798269032,1.003969783097259,3.9,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,300,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::300,Urban,HIGH,3
elevation_ready,1,Urban/HIGH,1.3618708148665601,0.39857394429369986,0.6625705452030843,1.5,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,465,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::465,Urban,HIGH,1
elevation_ready,1,Urban/HIGH,1.6488976996540234,0.6690082044770277,0.8305070559323205,1.7,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,848,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::848,Urban,HIGH,1
elevation_ready,2,Urban/HIGH,1.1854974265326237,0.3061309971775223,0.7356014695502203,2.6,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,849,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::849,Urban,HIGH,2
elevation_ready,2,Urban/HIGH,1.6910603096380288,0.4693016844633401,0.5809717625817923,2.1,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,850,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1::850,Urban,HIGH,2
elevation_ready,3,Urban/MID,1.4628206959726788,0.49081783241115906,0.7863482102169204,3.3,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,67,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::67,Urban,MID,3
elevation_ready,3,Urban/MID,1.332728427909024,0.5095582940206195,0.9498260199580784,3.6,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,68,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::68,Urban,MID,3
elevation_ready,3,Urban/MID,1.3917597256744016,0.41232406382008757,0.7476314534775802,3.1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::69,Urban,MID,3
elevation_ready,1,Urban/MID,1.6573577179224195,0.4759559466110553,0.5870375395311962,1.2,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,208,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::208,Urban,MID,1
elevation_ready,1,Urban/MID,1.0368723713021448,0.07467840968436842,0.3889058953836871,2.1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1291,Urban,MID,1
elevation_ready,3,Urban/MID,1.8345038792439268,0.7375050817029521,0.8505302002091177,3.5,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,431,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::431,Urban,MID,3
elevation_ready,3,Urban/MID,1.6921316242308329,0.7171522386183006,0.912702999412431,3.6,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,432,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::432,Urban,MID,3
elevation_ready,3,Urban/MID,1.9258740366418108,0.7465474934166022,0.8402742460150325,3.4,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,433,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::433,Urban,MID,3
elevation_ready,3,Urban/MID,1.542178692948051,0.5343649771820654,0.7894536935101426,3.3,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,1585,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::1585,Urban,MID,3
elevation_ready,3,Urban/MID,1.4927274629882372,0.4242694529201384,0.6690114816610433,3.1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,1586,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::1586,Urban,MID,3
elevation_ready,3,Urban/MID,1.49605672057846,0.4475703285241599,0.7106446804346134,3.1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,1587,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::1587,Urban,MID,3
elevation_ready,1,Urban/MID,1.0438880806292437,0.12612869552870554,0.6020611586461492,3.0,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1318,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1318,Urban,MID,1
elevation_ready,1,Urban/MID,1.0592572515180207,0.19579793295334744,0.8043357102528226,3.5,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1329,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1329,Urban,MID,1
elevation_ready,1,Urban/MID,1.0359846739841616,0.12504511851973818,0.6591859714871382,3.6,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1332,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1332,Urban,MID,1
elevation_ready,3,Urban/MID,1.8536972076536167,0.6809119483293575,0.8055508092710549,3.3,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1428,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1428,Urban,MID,3
elevation_ready,1,Urban/MID,1.0222339883949736,0.06525117139731476,0.4376023295450135,3.0,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1429,Urban,MID,1
elevation_ready,1,Urban/MID,1.056754035254895,0.1503768080482186,0.6312225266387768,2.8,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1439,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1439,Urban,MID,1
elevation_ready,1,Urban/MID,1.0524091302447227,0.10457831498319015,0.4568126941099338,2.1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1560,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1560,Urban,MID,1
elevation_ready,1,Urban/MID,1.0780070289351789,0.10854339560136964,0.3886301901208642,1.5,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1562,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1562,Urban,MID,1
elevation_ready,3,Urban/MID,1.2565759738780151,0.3177560149627307,0.7061618739620055,3.0,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1592,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1592,Urban,MID,3
elevation_ready,1,Urban/MID,1.0570551956473757,0.15652925983307456,0.6553117153935416,2.9,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,1434,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1::1434,Urban,MID,1
elevation_ready,3,Urban/MID,1.5308063502921434,0.4829878751892012,0.7256014113531909,3.2,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,55,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::55,Urban,MID,3
elevation_ready,3,Urban/MID,1.438749438674179,0.660424889661101,1.0488275747871267,3.9,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,56,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::56,Urban,MID,3
elevation_ready,3,Urban/MID,1.3619408164192033,0.3905897722470746,0.7135792385327128,3.2,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,57,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::57,Urban,MID,3
elevation_ready,3,Urban/MID,1.3045835522540488,0.31829453841446265,0.6554624318822648,3.0,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,58,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::58,Urban,MID,3
elevation_ready,1,Urban/MID,1.025287268555915,0.027129953003985255,0.17060748504794665,1.1,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,434,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::434,Urban,MID,1
elevation_ready,1,Urban/MID,1.0146396250006993,0.023085437848046435,0.1907977020727406,1.6,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,446,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::446,Urban,MID,1
elevation_ready,1,Urban/MID,1.0115600326103587,0.012570717961820327,0.11691777798062504,1.1,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,448,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::448,Urban,MID,1
elevation_ready,1,Urban/MID,1.0260331494501262,0.04059619237694684,0.25160655191709314,1.6,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,1492,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::1492,Urban,MID,1
elevation_ready,1,Urban/MID,1.0954131677712327,0.11323318155374468,0.3665806631767213,1.3,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,1537,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::1537,Urban,MID,1
elevation_ready,2,Urban/MID,1.4562944946660796,0.527799260365385,0.7967119394902225,2.6,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,1604,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::1604,Urban,MID,2
elevation_ready,2,Urban/MID,1.3708554537457522,0.43781796455688016,0.7383125737513975,2.5,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,1606,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::1606,Urban,MID,2
elevation_ready,3,Urban/HIGH,1.305077604599393,0.5069280342443622,0.9545826000230523,3.9,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,8,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::8,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.4693611713171983,0.5725674176669827,0.9034578011518292,3.4,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,9,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::9,Urban,HIGH,3
elevation_ready,1,Urban/HIGH,1.0073881268305058,0.024935405286890415,0.2901010229878653,3.4,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,10,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::10,Urban,HIGH,1
elevation_ready,3,Urban/HIGH,1.4736159134474154,0.5933471983865836,0.9181408045562442,3.6,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,930,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::930,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.6202540556520004,0.584336136904455,0.8427486577228496,3.2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,931,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::931,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.57229320227823,0.6451039091487829,0.9208052546810559,3.5,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,932,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::932,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.9414711760100152,0.6991467206471811,0.7778165019738402,3.3,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,1361,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1361,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.749235312632837,0.8126512356234212,0.9678547475831196,3.8,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,1362,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1362,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.7457941523969762,0.6623713043832954,0.8249009785572378,3.4,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,1363,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1363,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.7582971009573451,0.4759093220722421,0.6018453832106835,3.0,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,1433,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1433,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.6054647597741236,0.6330323781253927,0.8694620001538996,3.5,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,1434,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1434,Urban,HIGH,3
elevation_ready,3,Urban/HIGH,1.7958824284503068,0.6009447018345464,0.7746892349981818,3.1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,1435,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::1435,Urban,HIGH,3
elevation_ready,1,Urban/MID,1.6699495498038233,0.6418872233667422,0.7842195801338562,1.6,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,327,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::327,Urban,MID,1
elevation_ready,1,Urban/MID,1.6188416337257654,0.6880938304895837,0.8746975336214357,1.8,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,329,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::329,Urban,MID,1
elevation_ready,2,Urban/MID,1.610695324475877,0.6366492042860815,0.8482108584230095,2.5,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,964,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::964,Urban,MID,2
elevation_ready,1,Urban/MID,1.3132566989307055,0.3816547965810722,0.6818997659307239,1.6,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,970,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::970,Urban,MID,1
elevation_ready,1,Urban/MID,1.1079587960340176,0.10718329604179007,0.32621061707980487,1.1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,994,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::994,Urban,MID,1
elevation_ready,1,Urban/MID,1.9226765741497647,0.8638051015959427,0.8992718884350381,1.8,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,995,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::995,Urban,MID,1
elevation_ready,1,Urban/MID,1.818271362617708,0.5850352116152614,0.6467453720515719,1.3,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,996,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::996,Urban,MID,1
elevation_ready,1,Urban/MID,1.820525208052662,0.4957787592644087,0.5473207990320605,1.1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1012,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1012,Urban,MID,1
elevation_ready,1,Urban/MID,1.6859846643092085,0.4475622742685513,0.5403762692300325,1.1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1013,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1013,Urban,MID,1
elevation_ready,1,Urban/MID,1.7615564045464622,0.5187842314314328,0.5944779213190486,1.2,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1014,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1014,Urban,MID,1
elevation_ready,1,Urban/MID,1.850609967163379,0.6894564351130106,0.7475523237545147,1.5,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1076,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1076,Urban,MID,1
elevation_ready,1,Urban/MID,1.508707530793335,0.6069258201067689,0.85094507759309,1.8,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1077,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1077,Urban,MID,1
elevation_ready,1,Urban/MID,1.8366999068925232,0.6377633413350401,0.6972277951417465,1.4,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1078,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1078,Urban,MID,1
elevation_ready,1,Urban/MID,1.804767989279747,0.6242770215806427,0.6958922549786722,1.4,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1079,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1079,Urban,MID,1
elevation_ready,1,Urban/MID,1.419881774054064,0.5618604205510035,0.8670914985543083,1.9,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1185,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1185,Urban,MID,1
elevation_ready,1,Urban/MID,1.3745684899254724,0.29974886077910845,0.48976970845351997,1.1,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1186,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1186,Urban,MID,1
elevation_ready,1,Urban/MID,1.4354717636941394,0.30336491090111534,0.4597114766188394,1.0,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1187,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1187,Urban,MID,1
elevation_ready,1,Urban/MID,1.501353050165842,0.4675078058119951,0.6602631139490127,1.4,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,1188,F1023_v50_D0127_P1__G31__ch5__nav_sage_v2__ingestion_20260825_event_path_v1::1188,Urban,MID,1
elevation_ready,3,Mountain/Valley/MID,1.537011719049526,0.5269051285792522,0.7739954019607785,3.3,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,56,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1::56,Mountain/Valley,MID,3
